1000,8027
1000,8073
1000,8017
1000,8072
1000,8036
1000,8087
1000,8087
1000,8006
1000,8060
1000,8069
1000,8025
1000,8073
1000,8050
1000,8015
1000,8002
1000,8067
1000,8015
1000,8045
1000,8096
1000,8006
1001,8018
1001,8025
1001,8107
1001,8058
1001,8036
1001,8060
1001,8037
1001,8005
1001,8067
1001,8029
1001,8096
1001,8033
1001,8051
1001,8105
1001,8018
1001,8085
1001,8066
1001,8105
1001,8008
1001,8107
1001,8018
1001,8059
1001,8078
1001,8047
1001,8108
1001,8108
1001,8043
1002,8010
1002,8089
1002,8015
1002,8078
1002,8102
1002,8022
1002,8100
1002,8077
1002,8086
1002,8083
1002,8093
1002,8033
1002,8025
1002,8030
1002,8014
1002,8076
1002,8089
1002,8100
1002,8103
1002,8010
1002,8062
1002,8083
1002,8067
1002,8058
1002,8040
1003,8024
1003,8092
1003,8089
1003,8037
1003,8029
1003,8033
1003,8098
1003,8019
1003,8043
1003,8055
1003,8052
1003,8047
1003,8004
1003,8040
1003,8049
1003,8015
1003,8058
1003,8068
1003,8078
1003,8097
1003,8043
1003,8001
1003,8032
1003,8014
1003,8082
1003,8100
1003,8088
1003,8084
1003,8054
1003,8043
1004,8077
1004,8087
1004,8088
1004,8017
1004,8034
1004,8057
1004,8022
1004,8053
1004,8072
1004,8038
1004,8017
1004,8013
1004,8037
1004,8075
1004,8046
1004,8009
1004,8063
1004,8048
1004,8034
1004,8078
1004,8105
1004,8099
1004,8082
1004,8044
1004,8023
1004,8095
1005,8052
1005,8049
1005,8080
1005,8013
1005,8088
1005,8084
1005,8055
1005,8075
1005,8098
1005,8022
1005,8083
1005,8022
1005,8099
1005,8096
1005,8014
1005,8061
1005,8017
1005,8033
1005,8098
1005,8017
1005,8007
1005,8004
1005,8056
1005,8062
1005,8032
1005,8072
1006,8051
1006,8056
1006,8014
1006,8098
1006,8048
1006,8069
1006,8045
1006,8074
1006,8075
1006,8095
1006,8076
1006,8076
1006,8003
1006,8021
1006,8085
1006,8070
1006,8090
1006,8054
1006,8007
1006,8082
1007,8105
1007,8091
1007,8021
1007,8003
1007,8067
1007,8030
1007,8018
1007,8107
